3705,2304,1190,4,6,161.14532685279846,27.0
3680,2269,1248,6,18,335.35414118236963,97.5,0.2801693719124912,0.34824016563147,0.2912565141864505
27640,229,20489,11,1,1.4903099536895752,12.0,0.011241949620822377,0.02466638819882604,0.050319488817891375
69125,19048,14680,61,52,103.02041471004486,66.01923076923077,0.0195971692977681,0.0916513574198816,0.13987077156974534
8560,0,8559,0,0,0,0
24388,23098,0,1,0,0,0
20217,2331,17876,0,17,222.96442291315864,991.7647058823529
32635,0,32623,0,0,0,0
61897,6173,55701,1,0,0,0,0.5408299866131191,0.7929292929292929,0.722488038277512
